timestamp,test_name,k,g,s,success_rate,trials
2026-09-08T23:43:40.692746,Test 3,4,10,2,60.0,10
2026-09-08T23:43:40.696251,Test 1,4,10,3,100.0,10
2026-09-08T23:43:40.696251,Test 2,4,10,3,100.0,10
2026-09-08T23:43:40.696251,Test 3,4,10,3,20.0,10
2026-09-08T23:43:40.699793,Test 1,4,10,4,100.0,10
2026-09-08T23:43:40.699793,Test 2,4,10,4,100.0,10
2026-09-08T23:43:40.699793,Test 3,4,10,4,0.0,10
2026-09-08T23:43:40.703335,Test 1,4,10,5,100.0,10
2026-09-08T23:43:40.703335,Test 2,4,10,5,100.0,10
2026-09-08T23:43:40.703335,Test 3,4,10,5,0.0,10
2026-09-08T23:43:40.707440,Test 1,4,10,6,100.0,10
2026-09-08T23:43:40.707440,Test 2,4,10,6,100.0,10
2026-09-08T23:43:40.707440,Test 3,4,10,6,0.0,10
2026-09-08T23:43:40.711221,Test 1,4,10,7,100.0,10
2026-09-08T23:43:40.711221,Test 2,4,10,7,100.0,10
2026-09-08T23:43:40.711221,Test 3,4,10,7,0.0,10
2026-09-08T23:43:40.715454,Test 1,4,10,8,100.0,10
2026-09-08T23:43:40.715454,Test 2,4,10,8,100.0,10
2026-09-08T23:43:40.715454,Test 3,4,10,8,0.0,10
2026-09-08T23:43:40.719198,Test 1,4,12,2,100.0,10
2026-09-08T23:43:40.719198,Test 2,4,12,2,100.0,10
2026-09-08T23:43:40.719198,Test 3,4,12,2,60.0,10
2026-09-08T23:43:40.723242,Test 1,4,12,3,100.0,10
2026-09-08T23:43:40.723242,Test 2,4,12,3,100.0,10
2026-09-08T23:43:40.723242,Test 3,4,12,3,10.0,10
2026-09-08T23:43:40.727275,Test 1,4,12,4,100.0,10
2026-09-08T23:43:40.727275,Test 2,4,12,4,100.0,10
2026-09-08T23:43:40.727275,Test 3,4,12,4,10.0,10
2026-09-08T23:43:40.731892,Test 1,4,12,5,100.0,10
2026-09-08T23:43:40.731892,Test 2,4,12,5,100.0,10
2026-09-08T23:43:40.731892,Test 3,4,12,5,0.0,10
2026-09-08T23:43:40.736116,Test 1,4,12,6,100.0,10
2026-09-08T23:43:40.736116,Test 2,4,12,6,100.0,10
2026-09-08T23:43:40.736116,Test 3,4,12,6,0.0,10
2026-09-08T23:43:40.740787,Test 1,4,12,7,100.0,10
2026-09-08T23:43:40.740787,Test 2,4,12,7,100.0,10
2026-09-08T23:43:40.740787,Test 3,4,12,7,0.0,10
2026-09-08T23:43:40.745355,Test 1,4,12,8,100.0,10
2026-09-08T23:43:40.745355,Test 2,4,12,8,100.0,10
2026-09-08T23:43:40.745355,Test 3,4,12,8,0.0,10
2026-09-08T23:43:40.749356,Test 1,6,8,2,100.0,10
2026-09-08T23:43:40.749356,Test 2,6,8,2,100.0,10
2026-09-08T23:43:40.749356,Test 3,6,8,2,20.0,10
2026-09-08T23:43:40.753334,Test 1,6,8,3,100.0,10
2026-09-08T23:43:40.753334,Test 2,6,8,3,100.0,10
2026-09-08T23:43:40.753334,Test 3,6,8,3,0.0,10
2026-09-08T23:43:40.757760,Test 1,6,8,4,100.0,10
2026-09-08T23:43:40.757760,Test 2,6,8,4,100.0,10
2026-09-08T23:43:40.757760,Test 3,6,8,4,0.0,10
2026-09-08T23:43:40.762143,Test 1,6,8,5,100.0,10
2026-09-08T23:43:40.762143,Test 2,6,8,5,100.0,10
2026-09-08T23:43:40.762143,Test 3,6,8,5,0.0,10
2026-09-08T23:43:40.766664,Test 1,6,8,6,100.0,10
2026-09-08T23:43:40.766664,Test 2,6,8,6,100.0,10
2026-09-08T23:43:40.766664,Test 3,6,8,6,0.0,10
2026-09-08T23:43:40.771277,Test 1,6,8,7,100.0,10
2026-09-08T23:43:40.771277,Test 2,6,8,7,100.0,10
2026-09-08T23:43:40.771277,Test 3,6,8,7,0.0,10
2026-09-08T23:43:40.775819,Test 1,6,8,8,100.0,10
2026-09-08T23:43:40.775819,Test 2,6,8,8,100.0,10
2026-09-08T23:43:40.775819,Test 3,6,8,8,0.0,10
2026-09-08T23:43:40.780543,Test 1,6,10,2,100.0,10
2026-09-08T23:43:40.780543,Test 2,6,10,2,100.0,10
2026-09-08T23:43:40.780543,Test 3,6,10,2,10.0,10
2026-09-08T23:43:40.785073,Test 1,6,10,3,100.0,10
2026-09-08T23:43:40.785073,Test 2,6,10,3,100.0,10
2026-09-08T23:43:40.785073,Test 3,6,10,3,0.0,10
2026-09-08T23:43:40.790299,Test 1,6,10,4,100.0,10
2026-09-08T23:43:40.790299,Test 2,6,10,4,100.0,10
2026-09-08T23:43:40.790299,Test 3,6,10,4,0.0,10
2026-09-08T23:43:40.795371,Test 1,6,10,5,100.0,10
2026-09-08T23:43:40.795371,Test 2,6,10,5,100.0,10
2026-09-08T23:43:40.795371,Test 3,6,10,5,0.0,10
2026-09-08T23:43:40.800421,Test 1,6,10,6,100.0,10
2026-09-08T23:43:40.800421,Test 2,6,10,6,100.0,10
2026-09-08T23:43:40.800421,Test 3,6,10,6,0.0,10
2026-09-08T23:43:40.805751,Test 1,6,10,7,100.0,10
2026-09-08T23:43:40.805751,Test 2,6,10,7,100.0,10
2026-09-08T23:43:40.805751,Test 3,6,10,7,0.0,10
2026-09-08T23:43:40.810931,Test 1,6,10,8,100.0,10
2026-09-08T23:43:40.810931,Test 2,6,10,8,100.0,10
2026-09-08T23:43:40.810931,Test 3,6,10,8,0.0,10
2026-09-08T23:43:40.816205,Test 1,6,12,2,100.0,10
2026-09-08T23:43:40.816205,Test 2,6,12,2,100.0,10
2026-09-08T23:43:40.816205,Test 3,6,12,2,30.0,10
2026-09-08T23:43:40.821545,Test 1,6,12,3,100.0,10
2026-09-08T23:43:40.821545,Test 2,6,12,3,100.0,10
2026-09-08T23:43:40.821545,Test 3,6,12,3,0.0,10
2026-09-08T23:43:40.826916,Test 1,6,12,4,100.0,10
2026-09-08T23:43:40.826916,Test 2,6,12,4,100.0,10
2026-09-08T23:43:40.826916,Test 3,6,12,4,0.0,10
2026-09-08T23:43:40.832600,Test 1,6,12,5,100.0,10
2026-09-08T23:43:40.832600,Test 2,6,12,5,100.0,10
2026-09-08T23:43:40.832600,Test 3,6,12,5,0.0,10
2026-09-08T23:43:40.838447,Test 1,6,12,6,100.0,10
2026-09-08T23:43:40.838447,Test 2,6,12,6,100.0,10
2026-09-08T23:43:40.838447,Test 3,6,12,6,0.0,10
2026-09-08T23:43:40.844108,Test 1,6,12,7,100.0,10
2026-09-08T23:43:40.844108,Test 2,6,12,7,100.0,10
2026-09-08T23:43:40.844108,Test 3,6,12,7,0.0,10
2026-09-08T23:43:40.850164,Test 1,6,12,8,100.0,10
2026-09-08T23:43:40.850164,Test 2,6,12,8,100.0,10
2026-09-08T23:43:40.850164,Test 3,6,12,8,0.0,10
2026-09-08T23:43:40.856110,Test 1,8,10,2,100.0,10
2026-09-08T23:43:40.856110,Test 2,8,10,2,100.0,10
2026-09-08T23:43:40.856110,Test 3,8,10,2,10.0,10
2026-09-08T23:43:40.862388,Test 1,8,10,3,100.0,10
2026-09-08T23:43:40.862388,Test 2,8,10,3,100.0,10
2026-09-08T23:43:40.862388,Test 3,8,10,3,0.0,10
2026-09-08T23:43:40.869506,Test 1,8,10,4,100.0,10
2026-09-08T23:43:40.869506,Test 2,8,10,4,100.0,10
2026-09-08T23:43:40.869506,Test 3,8,10,4,0.0,10
2026-09-08T23:43:40.876953,Test 1,8,10,5,100.0,10
2026-09-08T23:43:40.876953,Test 2,8,10,5,100.0,10
2026-09-08T23:43:40.876953,Test 3,8,10,5,0.0,10
2026-09-08T23:43:40.883811,Test 1,8,10,6,100.0,10
2026-09-08T23:43:40.883811,Test 2,8,10,6,100.0,10
2026-09-08T23:43:40.883811,Test 3,8,10,6,0.0,10
2026-09-08T23:43:40.890681,Test 1,8,10,7,100.0,10
2026-09-08T23:43:40.890681,Test 2,8,10,7,100.0,10
2026-09-08T23:43:40.890681,Test 3,8,10,7,0.0,10
2026-09-08T23:43:40.897756,Test 1,8,10,8,100.0,10
2026-09-08T23:43:40.897756,Test 2,8,10,8,100.0,10
2026-09-08T23:43:40.897756,Test 3,8,10,8,0.0,10
2026-09-08T23:43:40.904301,Test 1,8,12,2,100.0,10
2026-09-08T23:43:40.904301,Test 2,8,12,2,100.0,10
2026-09-08T23:43:40.904301,Test 3,8,12,2,0.0,10
2026-09-08T23:43:40.911197,Test 1,8,12,3,100.0,10
2026-09-08T23:43:40.911197,Test 2,8,12,3,100.0,10
2026-09-08T23:43:40.911197,Test 3,8,12,3,0.0,10
2026-09-08T23:43:40.920936,Test 1,8,12,4,100.0,10
2026-09-08T23:43:40.920936,Test 2,8,12,4,100.0,10
2026-09-08T23:43:40.920936,Test 3,8,12,4,0.0,10
2026-09-08T23:43:40.928182,Test 1,8,12,5,100.0,10
2026-09-08T23:43:40.928182,Test 2,8,12,5,100.0,10
2026-09-08T23:43:40.928182,Test 3,8,12,5,0.0,10
2026-09-08T23:43:40.935527,Test 1,8,12,6,100.0,10
2026-09-08T23:43:40.935527,Test 2,8,12,6,100.0,10
2026-09-08T23:43:40.935527,Test 3,8,12,6,0.0,10
2026-09-08T23:43:40.943104,Test 1,8,12,7,100.0,10
2026-09-08T23:43:40.943104,Test 2,8,12,7,100.0,10
2026-09-08T23:43:40.943104,Test 3,8,12,7,0.0,10
2026-09-08T23:43:40.951103,Test 1,8,12,8,100.0,10
2026-09-08T23:43:40.951103,Test 2,8,12,8,100.0,10
2026-09-08T23:43:40.951103,Test 3,8,12,8,0.0,10
2026-09-08T23:43:40.959599,Test 1,10,12,2,100.0,10
2026-09-08T23:43:40.959599,Test 2,10,12,2,100.0,10
2026-09-08T23:43:40.959599,Test 3,10,12,2,0.0,10
2026-09-08T23:43:40.968331,Test 1,10,12,3,100.0,10
2026-09-08T23:43:40.968331,Test 2,10,12,3,100.0,10
2026-09-08T23:43:40.968331,Test 3,10,12,3,0.0,10
2026-09-08T23:43:40.977555,Test 1,10,12,4,100.0,10
2026-09-08T23:43:40.977555,Test 2,10,12,4,100.0,10
2026-09-08T23:43:40.977555,Test 3,10,12,4,0.0,10
2026-09-08T23:43:40.986481,Test 1,10,12,5,100.0,10
2026-09-08T23:43:40.986481,Test 2,10,12,5,100.0,10
2026-09-08T23:43:40.986481,Test 3,10,12,5,0.0,10
2026-09-08T23:43:40.996062,Test 1,10,12,6,100.0,10
2026-09-08T23:43:40.996062,Test 2,10,12,6,100.0,10
2026-09-08T23:43:40.996062,Test 3,10,12,6,0.0,10
2026-09-08T23:43:41.005433,Test 1,10,12,7,100.0,10
2026-09-08T23:43:41.005433,Test 2,10,12,7,100.0,10
2026-09-08T23:43:41.005433,Test 3,10,12,7,0.0,10
2026-09-08T23:43:41.014803,Test 1,10,12,8,100.0,10
2026-09-08T23:43:41.014803,Test 2,10,12,8,100.0,10
2026-09-08T23:43:41.014803,Test 3,10,12,8,0.0,10
2026-09-08T23:43:41.023028,Test 1,2,5,2,100.0,10
2026-09-08T23:43:41.023028,Test 2,2,5,2,100.0,10
2026-09-08T23:43:41.023028,Test 3,2,5,2,90.0,10
2026-09-08T23:43:41.024458,Test 1,2,5,3,100.0,10
2026-09-08T23:43:41.024458,Test 2,2,5,3,100.0,10
2026-09-08T23:43:41.024458,Test 3,2,5,3,80.0,10
2026-09-08T23:43:41.025945,Test 1,2,5,4,100.0,10
2026-09-08T23:43:41.025945,Test 2,2,5,4,100.0,10
2026-09-08T23:43:41.025945,Test 3,2,5,4,40.0,10
2026-09-08T23:43:41.027814,Test 1,2,5,5,100.0,10
2026-09-08T23:43:41.027814,Test 2,2,5,5,100.0,10
2026-09-08T23:43:41.027814,Test 3,2,5,5,30.0,10
2026-09-08T23:43:41.029431,Test 1,2,6,2,100.0,10
2026-09-08T23:43:41.029431,Test 2,2,6,2,100.0,10
2026-09-08T23:43:41.029431,Test 3,2,6,2,60.0,10
2026-09-08T23:43:41.031044,Test 1,2,6,3,100.0,10
2026-09-08T23:43:41.031044,Test 2,2,6,3,100.0,10
2026-09-08T23:43:41.031044,Test 3,2,6,3,60.0,10
2026-09-08T23:43:41.032778,Test 1,2,6,4,100.0,10
2026-09-08T23:43:41.032778,Test 2,2,6,4,100.0,10
2026-09-08T23:43:41.032778,Test 3,2,6,4,40.0,10
2026-09-08T23:43:41.034475,Test 1,2,6,5,100.0,10
2026-09-08T23:43:41.034475,Test 2,2,6,5,100.0,10
2026-09-08T23:43:41.034475,Test 3,2,6,5,20.0,10
2026-09-08T23:43:41.036538,Test 1,2,6,6,100.0,10
2026-09-08T23:43:41.036538,Test 2,2,6,6,100.0,10
2026-09-08T23:43:41.036538,Test 3,2,6,6,10.0,10
2026-09-08T23:43:41.038413,Test 1,2,8,2,100.0,10
2026-09-08T23:43:41.038413,Test 2,2,8,2,100.0,10
2026-09-08T23:43:41.038413,Test 3,2,8,2,90.0,10
2026-09-08T23:43:41.040283,Test 1,2,8,3,100.0,10
2026-09-08T23:43:41.040283,Test 2,2,8,3,100.0,10
2026-09-08T23:43:41.040283,Test 3,2,8,3,70.0,10
2026-09-08T23:43:41.042321,Test 1,2,8,4,100.0,10
2026-09-08T23:43:41.042321,Test 2,2,8,4,100.0,10
2026-09-08T23:43:41.042321,Test 3,2,8,4,50.0,10
2026-09-08T23:43:41.044327,Test 1,2,8,5,100.0,10
2026-09-08T23:43:41.044327,Test 2,2,8,5,100.0,10
2026-09-08T23:43:41.044327,Test 3,2,8,5,10.0,10
2026-09-08T23:43:41.046615,Test 1,2,8,6,100.0,10
2026-09-08T23:43:41.046615,Test 2,2,8,6,100.0,10
2026-09-08T23:43:41.046615,Test 3,2,8,6,10.0,10
2026-09-08T23:43:41.048929,Test 1,2,8,7,100.0,10
2026-09-08T23:43:41.048929,Test 2,2,8,7,100.0,10
2026-09-08T23:43:41.048929,Test 3,2,8,7,20.0,10
2026-09-08T23:43:41.051161,Test 1,2,8,8,100.0,10
2026-09-08T23:43:41.051161,Test 2,2,8,8,100.0,10
2026-09-08T23:43:41.051161,Test 3,2,8,8,0.0,10
2026-09-08T23:43:41.053559,Test 1,2,10,2,100.0,10
2026-09-08T23:43:41.053559,Test 2,2,10,2,100.0,10
2026-09-08T23:43:41.053559,Test 3,2,10,2,90.0,10
2026-09-08T23:43:41.056036,Test 1,2,10,3,100.0,10
2026-09-08T23:43:41.056036,Test 2,2,10,3,100.0,10
2026-09-08T23:43:41.056036,Test 3,2,10,3,80.0,10
2026-09-08T23:43:41.058415,Test 1,2,10,4,100.0,10
2026-09-08T23:43:41.058415,Test 2,2,10,4,100.0,10
2026-09-08T23:43:41.058415,Test 3,2,10,4,40.0,10
2026-09-08T23:43:41.060804,Test 1,2,10,5,100.0,10
2026-09-08T23:43:41.060804,Test 2,2,10,5,100.0,10
2026-09-08T23:43:41.060804,Test 3,2,10,5,50.0,10
2026-09-08T23:43:41.063792,Test 1,2,10,6,100.0,10
2026-09-08T23:43:41.063792,Test 2,2,10,6,100.0,10
2026-09-08T23:43:41.063792,Test 3,2,10,6,30.0,10
2026-09-08T23:43:41.066337,Test 1,2,10,7,100.0,10
2026-09-08T23:43:41.066337,Test 2,2,10,7,100.0,10
2026-09-08T23:43:41.066337,Test 3,2,10,7,0.0,10
2026-09-08T23:43:41.069025,Test 1,2,10,8,100.0,10
2026-09-08T23:43:41.069025,Test 2,2,10,8,100.0,10
2026-09-08T23:43:41.069025,Test 3,2,10,8,20.0,10
2026-09-08T23:43:41.071918,Test 1,2,12,2,100.0,10
2026-09-08T23:43:41.071918,Test 2,2,12,2,100.0,10
2026-09-08T23:43:41.071918,Test 3,2,12,2,100.0,10
2026-09-08T23:43:41.074547,Test 1,2,12,3,100.0,10
2026-09-08T23:43:41.074547,Test 2,2,12,3,100.0,10
2026-09-08T23:43:41.074547,Test 3,2,12,3,80.0,10
2026-09-08T23:43:41.077883,Test 1,2,12,4,100.0,10
2026-09-08T23:43:41.077883,Test 2,2,12,4,100.0,10
2026-09-08T23:43:41.077883,Test 3,2,12,4,70.0,10
2026-09-08T23:43:41.081612,Test 1,2,12,5,100.0,10
2026-09-08T23:43:41.081612,Test 2,2,12,5,100.0,10
2026-09-08T23:43:41.081612,Test 3,2,12,5,40.0,10
2026-09-08T23:43:41.084643,Test 1,2,12,6,100.0,10
2026-09-08T23:43:41.084643,Test 2,2,12,6,100.0,10
2026-09-08T23:43:41.084643,Test 3,2,12,6,30.0,10
2026-09-08T23:43:41.089210,Test 1,2,12,7,100.0,10
2026-09-08T23:43:41.089210,Test 2,2,12,7,100.0,10
2026-09-08T23:43:41.089210,Test 3,2,12,7,40.0,10
2026-09-08T23:43:41.093199,Test 1,2,12,8,100.0,10
2026-09-08T23:43:41.093199,Test 2,2,12,8,100.0,10
2026-09-08T23:43:41.093199,Test 3,2,12,8,0.0,10
2026-09-08T23:43:41.096567,Test 1,4,5,2,100.0,10
2026-09-08T23:43:41.096567,Test 2,4,5,2,100.0,10
2026-09-08T23:43:41.096567,Test 3,4,5,2,40.0,10
2026-09-08T23:43:41.098976,Test 1,4,5,3,100.0,10
2026-09-08T23:43:41.098976,Test 2,4,5,3,100.0,10
2026-09-08T23:43:41.098976,Test 3,4,5,3,0.0,10
2026-09-08T23:43:41.101256,Test 1,4,5,4,100.0,10
2026-09-08T23:43:41.101256,Test 2,4,5,4,100.0,10
2026-09-08T23:43:41.101256,Test 3,4,5,4,0.0,10
2026-09-08T23:43:41.104055,Test 1,4,5,5,100.0,10
2026-09-08T23:43:41.104055,Test 2,4,5,5,100.0,10
2026-09-08T23:43:41.104055,Test 3,4,5,5,0.0,10
2026-09-08T23:43:41.106622,Test 1,4,6,2,100.0,10
2026-09-08T23:43:41.106622,Test 2,4,6,2,100.0,10
2026-09-08T23:43:41.106622,Test 3,4,6,2,40.0,10
2026-09-08T23:43:41.109019,Test 1,4,6,3,100.0,10
2026-09-08T23:43:41.109019,Test 2,4,6,3,100.0,10
2026-09-08T23:43:41.109019,Test 3,4,6,3,10.0,10
2026-09-08T23:43:41.111772,Test 1,4,6,4,100.0,10
2026-09-08T23:43:41.111772,Test 2,4,6,4,100.0,10
2026-09-08T23:43:41.111772,Test 3,4,6,4,10.0,10
2026-09-08T23:43:41.114940,Test 1,4,6,5,100.0,10
2026-09-08T23:43:41.114940,Test 2,4,6,5,100.0,10
2026-09-08T23:43:41.114940,Test 3,4,6,5,0.0,10
2026-09-08T23:43:41.117737,Test 1,4,6,6,100.0,10
2026-09-08T23:43:41.117737,Test 2,4,6,6,100.0,10
2026-09-08T23:43:41.117737,Test 3,4,6,6,0.0,10
2026-09-08T23:43:41.120646,Test 1,4,8,2,100.0,10
2026-09-08T23:43:41.120646,Test 2,4,8,2,100.0,10
2026-09-08T23:43:41.120646,Test 3,4,8,2,60.0,10
2026-09-08T23:43:41.123798,Test 1,4,8,3,100.0,10
2026-09-08T23:43:41.123798,Test 2,4,8,3,100.0,10
2026-09-08T23:43:41.123798,Test 3,4,8,3,10.0,10
2026-09-08T23:43:41.126803,Test 1,4,8,4,100.0,10
2026-09-08T23:43:41.126803,Test 2,4,8,4,100.0,10
2026-09-08T23:43:41.126803,Test 3,4,8,4,10.0,10
2026-09-08T23:43:41.130008,Test 1,4,8,5,100.0,10
2026-09-08T23:43:41.130008,Test 2,4,8,5,100.0,10
2026-09-08T23:43:41.130008,Test 3,4,8,5,0.0,10
2026-09-08T23:43:41.133340,Test 1,4,8,6,100.0,10
2026-09-08T23:43:41.133340,Test 2,4,8,6,100.0,10
2026-09-08T23:43:41.133340,Test 3,4,8,6,0.0,10
2026-09-08T23:43:41.136621,Test 1,4,8,7,100.0,10
2026-09-08T23:43:41.136621,Test 2,4,8,7,100.0,10
2026-09-08T23:43:41.136621,Test 3,4,8,7,0.0,10
2026-09-08T23:43:41.140330,Test 1,4,8,8,100.0,10
2026-09-08T23:43:41.140330,Test 2,4,8,8,100.0,10
2026-09-08T23:43:41.140330,Test 3,4,8,8,0.0,10
2026-09-08T23:43:41.143550,Test 1,4,10,2,100.0,10
2026-09-08T23:43:41.143550,Test 2,4,10,2,100.0,10
2026-09-08T23:43:41.143550,Test 3,4,10,2,60.0,10
2026-09-08T23:43:41.147120,Test 1,4,10,3,100.0,10
2026-09-08T23:43:41.147120,Test 2,4,10,3,100.0,10
2026-09-08T23:43:41.147120,Test 3,4,10,3,20.0,10
2026-09-08T23:43:41.150682,Test 1,4,10,4,100.0,10
2026-09-08T23:43:41.150682,Test 2,4,10,4,100.0,10
2026-09-08T23:43:41.150682,Test 3,4,10,4,10.0,10
2026-09-08T23:43:41.154518,Test 1,4,10,5,100.0,10
2026-09-08T23:43:41.154518,Test 2,4,10,5,100.0,10
2026-09-08T23:43:41.154518,Test 3,4,10,5,0.0,10
2026-09-08T23:43:41.158205,Test 1,4,10,6,100.0,10
2026-09-08T23:43:41.158205,Test 2,4,10,6,100.0,10
2026-09-08T23:43:41.158205,Test 3,4,10,6,0.0,10
2026-09-08T23:43:41.162158,Test 1,4,10,7,100.0,10
2026-09-08T23:43:41.162158,Test 2,4,10,7,100.0,10
2026-09-08T23:43:41.162158,Test 3,4,10,7,0.0,10
2026-09-08T23:43:41.166203,Test 1,4,10,8,100.0,10
2026-09-08T23:43:41.166203,Test 2,4,10,8,100.0,10
2026-09-08T23:43:41.166203,Test 3,4,10,8,0.0,10
2026-09-08T23:43:41.170010,Test 1,4,12,2,100.0,10
2026-09-08T23:43:41.170010,Test 2,4,12,2,100.0,10
2026-09-08T23:43:41.170010,Test 3,4,12,2,60.0,10
2026-09-08T23:43:41.174230,Test 1,4,12,3,100.0,10
2026-09-08T23:43:41.174230,Test 2,4,12,3,100.0,10
2026-09-08T23:43:41.174230,Test 3,4,12,3,20.0,10
2026-09-08T23:43:41.178534,Test 1,4,12,4,100.0,10
2026-09-08T23:43:41.178534,Test 2,4,12,4,100.0,10
2026-09-08T23:43:41.178534,Test 3,4,12,4,0.0,10
2026-09-08T23:43:41.182792,Test 1,4,12,5,100.0,10
2026-09-08T23:43:41.182792,Test 2,4,12,5,100.0,10
2026-09-08T23:43:41.182792,Test 3,4,12,5,0.0,10
2026-09-08T23:43:41.187163,Test 1,4,12,6,100.0,10
2026-09-08T23:43:41.187163,Test 2,4,12,6,100.0,10
2026-09-08T23:43:41.187163,Test 3,4,12,6,0.0,10
2026-09-08T23:43:41.191648,Test 1,4,12,7,100.0,10
2026-09-08T23:43:41.191648,Test 2,4,12,7,100.0,10
2026-09-08T23:43:41.191648,Test 3,4,12,7,0.0,10
2026-09-08T23:43:41.196524,Test 1,4,12,8,100.0,10
2026-09-08T23:43:41.196524,Test 2,4,12,8,100.0,10
2026-09-08T23:43:41.196524,Test 3,4,12,8,0.0,10
2026-09-08T23:43:41.200380,Test 1,6,8,2,100.0,10
2026-09-08T23:43:41.200380,Test 2,6,8,2,100.0,10
2026-09-08T23:43:41.200380,Test 3,6,8,2,10.0,10
2026-09-08T23:43:41.204499,Test 1,6,8,3,100.0,10
2026-09-08T23:43:41.204499,Test 2,6,8,3,100.0,10
2026-09-08T23:43:41.204499,Test 3,6,8,3,0.0,10
2026-09-08T23:43:41.208632,Test 1,6,8,4,100.0,10
2026-09-08T23:43:41.208632,Test 2,6,8,4,100.0,10
2026-09-08T23:43:41.208632,Test 3,6,8,4,0.0,10
2026-09-08T23:43:41.213053,Test 1,6,8,5,100.0,10
2026-09-08T23:43:41.213053,Test 2,6,8,5,100.0,10
2026-09-08T23:43:41.213053,Test 3,6,8,5,0.0,10
2026-09-08T23:43:41.217535,Test 1,6,8,6,100.0,10
2026-09-08T23:43:41.217535,Test 2,6,8,6,100.0,10
2026-09-08T23:43:41.217535,Test 3,6,8,6,0.0,10
2026-09-08T23:43:41.222243,Test 1,6,8,7,100.0,10
2026-09-08T23:43:41.222243,Test 2,6,8,7,100.0,10
2026-09-08T23:43:41.222243,Test 3,6,8,7,0.0,10
2026-09-08T23:43:41.226740,Test 1,6,8,8,100.0,10
2026-09-08T23:43:41.226740,Test 2,6,8,8,100.0,10
2026-09-08T23:43:41.226740,Test 3,6,8,8,0.0,10
2026-09-08T23:43:41.231326,Test 1,6,10,2,100.0,10
2026-09-08T23:43:41.231326,Test 2,6,10,2,100.0,10
2026-09-08T23:43:41.231326,Test 3,6,10,2,10.0,10
2026-09-08T23:43:41.235899,Test 1,6,10,3,100.0,10
2026-09-08T23:43:41.235899,Test 2,6,10,3,100.0,10
2026-09-08T23:43:41.235899,Test 3,6,10,3,0.0,10
2026-09-08T23:43:41.240862,Test 1,6,10,4,100.0,10
2026-09-08T23:43:41.240862,Test 2,6,10,4,100.0,10
2026-09-08T23:43:41.240862,Test 3,6,10,4,0.0,10
2026-09-08T23:43:41.245772,Test 1,6,10,5,100.0,10
2026-09-08T23:43:41.245772,Test 2,6,10,5,100.0,10
2026-09-08T23:43:41.245772,Test 3,6,10,5,0.0,10
2026-09-08T23:43:41.250736,Test 1,6,10,6,100.0,10
2026-09-08T23:43:41.250736,Test 2,6,10,6,100.0,10
2026-09-08T23:43:41.250736,Test 3,6,10,6,0.0,10
2026-09-08T23:43:41.256095,Test 1,6,10,7,100.0,10
2026-09-08T23:43:41.256095,Test 2,6,10,7,100.0,10
2026-09-08T23:43:41.256095,Test 3,6,10,7,0.0,10
2026-09-08T23:43:41.261216,Test 1,6,10,8,100.0,10
2026-09-08T23:43:41.261216,Test 2,6,10,8,100.0,10
2026-09-08T23:43:41.261216,Test 3,6,10,8,0.0,10
2026-09-08T23:43:41.266508,Test 1,6,12,2,100.0,10
2026-09-08T23:43:41.266508,Test 2,6,12,2,100.0,10
2026-09-08T23:43:41.266508,Test 3,6,12,2,10.0,10
2026-09-08T23:43:41.271716,Test 1,6,12,3,100.0,10
2026-09-08T23:43:41.271716,Test 2,6,12,3,100.0,10
2026-09-08T23:43:41.271716,Test 3,6,12,3,0.0,10
2026-09-08T23:43:41.276950,Test 1,6,12,4,100.0,10
2026-09-08T23:43:41.276950,Test 2,6,12,4,100.0,10
2026-09-08T23:43:41.276950,Test 3,6,12,4,0.0,10
2026-09-08T23:43:41.282520,Test 1,6,12,5,100.0,10
2026-09-08T23:43:41.282520,Test 2,6,12,5,100.0,10
2026-09-08T23:43:41.282520,Test 3,6,12,5,0.0,10
2026-09-08T23:43:41.288155,Test 1,6,12,6,100.0,10
2026-09-08T23:43:41.288155,Test 2,6,12,6,100.0,10
2026-09-08T23:43:41.288155,Test 3,6,12,6,0.0,10
2026-09-08T23:43:41.293793,Test 1,6,12,7,100.0,10
2026-09-08T23:43:41.293793,Test 2,6,12,7,100.0,10
2026-09-08T23:43:41.293793,Test 3,6,12,7,0.0,10
2026-09-08T23:43:41.299832,Test 1,6,12,8,100.0,10
2026-09-08T23:43:41.299832,Test 2,6,12,8,100.0,10
2026-09-08T23:43:41.299832,Test 3,6,12,8,0.0,10
2026-09-08T23:43:41.305797,Test 1,8,10,2,100.0,10
2026-09-08T23:43:41.305797,Test 2,8,10,2,100.0,10
2026-09-08T23:43:41.305797,Test 3,8,10,2,0.0,10
2026-09-08T23:43:41.311892,Test 1,8,10,3,100.0,10
2026-09-08T23:43:41.311892,Test 2,8,10,3,100.0,10
2026-09-08T23:43:41.311892,Test 3,8,10,3,0.0,10
2026-09-08T23:43:41.317956,Test 1,8,10,4,100.0,10
2026-09-08T23:43:41.317956,Test 2,8,10,4,100.0,10
2026-09-08T23:43:41.317956,Test 3,8,10,4,0.0,10
2026-09-08T23:43:41.324482,Test 1,8,10,5,100.0,10
2026-09-08T23:43:41.324482,Test 2,8,10,5,100.0,10
2026-09-08T23:43:41.324482,Test 3,8,10,5,0.0,10
2026-09-08T23:43:41.330980,Test 1,8,10,6,100.0,10
2026-09-08T23:43:41.330980,Test 2,8,10,6,100.0,10
