timestamp,phase,status,elapsed_ms,initial_nodes,added_node_count,max_neighbors,details,edge_case_note,failed_nodes_count,metadata
2026-06-21T19:54:05+07:00,Phase 1,PASS,20482,20,10,10,20 active nodes reached MAX_NEIGHBORS,,0,"{""expected_active_nodes"": 20, ""max_neighbors"": 10, ""timed_out"": false}"
2026-06-21T19:56:16+07:00,Phase 2,PARTIAL,120209,20,10,10,Timed out waiting for first failure report for node-5,,0,"{""victim"": ""node-5"", ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T19:59:16+07:00,Phase 3,PARTIAL,180520,20,10,10,Timed out waiting for convergence; 0 node(s) still did not reach MAX_NEIGHBORS,"node-5 is still referenced by: node-9, node-13, node-6, node-3, node-4, node-1, node-16, node-8, node-7, node-0",0,"{""victim"": ""node-5"", ""expected_active_nodes"": 19, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:02:21+07:00,Phase 4,PARTIAL,175250,20,10,10,Timed out waiting after adding nodes; 0 node(s) still did not reach MAX_NEIGHBORS,,0,"{""added_nodes"": [""node-20"", ""node-21"", ""node-22"", ""node-23"", ""node-24"", ""node-25"", ""node-26"", ""node-27"", ""node-28"", ""node-29""], ""expected_active_nodes"": 29, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:05:32+07:00,Phase 5,PARTIAL,180181,20,10,10,Timed out waiting for all killed nodes to be reported and for convergence; 0 node(s) still did not reach MAX_NEIGHBORS,,0,"{""victims"": [""node-23"", ""node-21"", ""node-1"", ""node-4"", ""node-3"", ""node-11"", ""node-22"", ""node-17"", ""node-13"", ""node-6""], ""expected_active_nodes"": 19, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:09:28+07:00,Phase 1,PARTIAL,120522,20,10,10,"Timed out waiting for full neighbors; 6 node(s) still did not reach MAX_NEIGHBORS: node-18, node-16, node-12, node-0, node-10, node-14",,6,"{""expected_active_nodes"": 20, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:11:32+07:00,Phase R,PARTIAL,120151,20,10,10,"Phase R timed out after restarting 6 node(s); 12 node(s) still did not reach MAX_NEIGHBORS: node-13, node-24, node-27, node-10, node-8, node-19, node-0, node-5, node-22, node-15, node-9, node-25",,12,"{""trigger_phase"": ""Phase 1"", ""restarted_nodes"": [""node-18"", ""node-16"", ""node-12"", ""node-0"", ""node-10"", ""node-14""], ""expected_active_nodes"": 20, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:13:42+07:00,Phase 2,PARTIAL,120455,20,10,10,Timed out waiting for first failure report for node-5,,0,"{""victim"": ""node-5"", ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:16:42+07:00,Phase 3,PARTIAL,180266,20,10,10,"Timed out waiting for convergence; 6 node(s) still did not reach MAX_NEIGHBORS: node-7, node-12, node-24, node-16, node-28, node-27","Expected 19 surviving active nodes, but found 29",6,"{""victim"": ""node-5"", ""expected_active_nodes"": 19, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:18:46+07:00,Phase R,PARTIAL,120021,20,10,10,"Phase R timed out after restarting 6 node(s); 7 node(s) still did not reach MAX_NEIGHBORS: node-29, node-28, node-27, node-10, node-4, node-19, node-2",,7,"{""trigger_phase"": ""Phase 3"", ""restarted_nodes"": [""node-7"", ""node-12"", ""node-24"", ""node-16"", ""node-28"", ""node-27""], ""expected_active_nodes"": 19, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:21:51+07:00,Phase 4,PARTIAL,175409,20,10,10,"Timed out waiting after adding nodes; 3 node(s) still did not reach MAX_NEIGHBORS: node-14, node-23, node-7",,3,"{""added_nodes"": [""node-20"", ""node-21"", ""node-22"", ""node-23"", ""node-24"", ""node-25"", ""node-26"", ""node-27"", ""node-28"", ""node-29""], ""expected_active_nodes"": 29, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:23:53+07:00,Phase R,PARTIAL,120338,20,10,10,"Phase R timed out after restarting 3 node(s); 10 node(s) still did not reach MAX_NEIGHBORS: node-26, node-22, node-4, node-11, node-16, node-21, node-17, node-24, node-7, node-25",,10,"{""trigger_phase"": ""Phase 4"", ""restarted_nodes"": [""node-14"", ""node-23"", ""node-7""], ""expected_active_nodes"": 29, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:27:03+07:00,Phase 5,PARTIAL,180098,20,10,10,"Timed out waiting for all killed nodes to be reported and for convergence; 7 node(s) still did not reach MAX_NEIGHBORS: node-22, node-2, node-28, node-26, node-24, node-7, node-25",,7,"{""victims"": [""node-28"", ""node-2"", ""node-14"", ""node-18"", ""node-4"", ""node-29"", ""node-26"", ""node-9"", ""node-27"", ""node-23""], ""expected_active_nodes"": 19, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:29:07+07:00,Phase R,PARTIAL,120379,20,10,10,"Phase R timed out after restarting 7 node(s); 6 node(s) still did not reach MAX_NEIGHBORS: node-28, node-22, node-24, node-21, node-10, node-25",,6,"{""trigger_phase"": ""Phase 5"", ""restarted_nodes"": [""node-22"", ""node-2"", ""node-28"", ""node-26"", ""node-24"", ""node-7"", ""node-25""], ""expected_active_nodes"": 19, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:33:05+07:00,Phase 1,PARTIAL,120340,20,10,10,"Timed out waiting for full neighbors; 10 node(s) still did not reach MAX_NEIGHBORS: node-9, node-28, node-24, node-0, node-3, node-18, node-8, node-2, node-5, node-22",,10,"{""expected_active_nodes"": 20, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:35:11+07:00,Phase R,PARTIAL,120033,20,10,10,"Phase R timed out after restarting 10 node(s); 6 node(s) still did not reach MAX_NEIGHBORS: node-19, node-1, node-22, node-0, node-28, node-5",,6,"{""trigger_phase"": ""Phase 1"", ""restarted_nodes"": [""node-9"", ""node-28"", ""node-24"", ""node-0"", ""node-3"", ""node-18"", ""node-8"", ""node-2"", ""node-5"", ""node-22""], ""expected_active_nodes"": 20, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:37:21+07:00,Phase 2,PARTIAL,120048,20,10,10,Timed out waiting for first failure report for node-5,,0,"{""victim"": ""node-5"", ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:40:21+07:00,Phase 3,PARTIAL,180126,20,10,10,Timed out waiting for convergence; 1 node(s) still did not reach MAX_NEIGHBORS: node-19,"Expected 19 surviving active nodes, but found 29",1,"{""victim"": ""node-5"", ""expected_active_nodes"": 19, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:42:22+07:00,Phase R,PARTIAL,120102,20,10,10,Phase R timed out after restarting 1 node(s); 0 node(s) still did not reach MAX_NEIGHBORS,,0,"{""trigger_phase"": ""Phase 3"", ""restarted_nodes"": [""node-19""], ""expected_active_nodes"": 19, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:45:27+07:00,Phase 4,PARTIAL,175591,20,10,10,"Timed out waiting after adding nodes; 4 node(s) still did not reach MAX_NEIGHBORS: node-29, node-11, node-27, node-25",,4,"{""added_nodes"": [""node-20"", ""node-21"", ""node-22"", ""node-23"", ""node-24"", ""node-25"", ""node-26"", ""node-27"", ""node-28"", ""node-29""], ""expected_active_nodes"": 29, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:47:30+07:00,Phase R,PARTIAL,120056,20,10,10,"Phase R timed out after restarting 4 node(s); 9 node(s) still did not reach MAX_NEIGHBORS: node-10, node-12, node-0, node-2, node-24, node-8, node-29, node-27, node-3",,9,"{""trigger_phase"": ""Phase 4"", ""restarted_nodes"": [""node-29"", ""node-11"", ""node-27"", ""node-25""], ""expected_active_nodes"": 29, ""max_neighbors"": 10, ""timed_out"": true}"
2026-06-21T20:50:40+07:00,Phase 5,PARTIAL,180379,20,10,10,"Timed out waiting for all killed nodes to be reported and for convergence; 5 node(s) still did not reach MAX_NEIGHBORS: node-17, node-8, node-6, node-5, node-3",,5,"{""victims"": [""node-26"", ""node-23"", ""node-20"", ""node-27"", ""node-24"", ""node-1"", ""node-25"", ""node-15"", ""node-17"", ""node-8""], ""expected_active_nodes"": 19, ""max_neighbors"": 10, ""timed_out"": true}"
