timestamp,phase,status,elapsed_ms,initial_nodes,added_node_count,max_neighbors,details,edge_case_note,failed_nodes_count,metadata
2026-06-21T17:26:36+07:00,Phase 4,PASS,55909,12,5,4,Added 5 nodes and reached MAX_NEIGHBORS,,0,"{""added_nodes"": [""node-12"", ""node-13"", ""node-14"", ""node-15"", ""node-16""], ""expected_active_nodes"": 16, ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:29:48+07:00,Phase 5,PARTIAL,181726,12,5,4,Timed out waiting for all killed nodes to be reported and for convergence; 1 node(s) still did not reach MAX_NEIGHBORS: node-1,,1,"{""victims"": [""node-10"", ""node-2"", ""node-6"", ""node-4"", ""node-11""], ""expected_active_nodes"": 11, ""max_neighbors"": 4, ""timed_out"": true}"
2026-06-21T17:30:11+07:00,Phase R,PASS,22907,12,5,4,Restarted 1 deficient node(s) after Phase 5 timeout,,0,"{""trigger_phase"": ""Phase 5"", ""restarted_nodes"": [""node-1""], ""expected_active_nodes"": 11, ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:33:27+07:00,Phase 1,PARTIAL,120005,12,5,4,Timed out waiting for full neighbors; 1 node(s) still did not reach MAX_NEIGHBORS: node-10,,1,"{""expected_active_nodes"": 12, ""max_neighbors"": 4, ""timed_out"": true}"
2026-06-21T17:33:42+07:00,Phase R,PASS,14243,12,5,4,Restarted 1 deficient node(s) after Phase 1 timeout,,0,"{""trigger_phase"": ""Phase 1"", ""restarted_nodes"": [""node-10""], ""expected_active_nodes"": 12, ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:33:54+07:00,Phase 2,PASS,2400,12,5,4,First failure report observed for node-5,,0,"{""victim"": ""node-5"", ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:34:26+07:00,Phase 3,PASS,31802,12,5,4,node-5 removed from neighbor lists; active nodes returned to MAX_NEIGHBORS,,0,"{""victim"": ""node-5"", ""expected_active_nodes"": 11, ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:35:33+07:00,Phase 4,PASS,56693,12,5,4,Added 5 nodes and reached MAX_NEIGHBORS,,0,"{""added_nodes"": [""node-12"", ""node-13"", ""node-14"", ""node-15"", ""node-16""], ""expected_active_nodes"": 16, ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:35:49+07:00,Phase 5,PASS,6450,12,5,4,Detected death of 6 nodes and active nodes returned to MAX_NEIGHBORS,,0,"{""victims"": [""node-12"", ""node-10"", ""node-13"", ""node-8"", ""node-2""], ""expected_active_nodes"": 11, ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:37:14+07:00,Phase 1,PASS,9907,12,5,4,12 active nodes reached MAX_NEIGHBORS,,0,"{""expected_active_nodes"": 12, ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:37:27+07:00,Phase 2,PASS,2967,12,5,4,First failure report observed for node-5,,0,"{""victim"": ""node-5"", ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:37:54+07:00,Phase 3,PASS,26910,12,5,4,node-5 removed from neighbor lists; active nodes returned to MAX_NEIGHBORS,,0,"{""victim"": ""node-5"", ""expected_active_nodes"": 11, ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:38:57+07:00,Phase 4,PASS,53109,12,5,4,Added 5 nodes and reached MAX_NEIGHBORS,,0,"{""added_nodes"": [""node-12"", ""node-13"", ""node-14"", ""node-15"", ""node-16""], ""expected_active_nodes"": 16, ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:39:17+07:00,Phase 5,PASS,9292,12,5,4,Detected death of 6 nodes and active nodes returned to MAX_NEIGHBORS,,0,"{""victims"": [""node-8"", ""node-10"", ""node-15"", ""node-4"", ""node-2""], ""expected_active_nodes"": 11, ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:42:32+07:00,Phase 1,PARTIAL,120363,12,5,4,Timed out waiting for full neighbors; 1 node(s) still did not reach MAX_NEIGHBORS: node-11,,1,"{""expected_active_nodes"": 12, ""max_neighbors"": 4, ""timed_out"": true}"
2026-06-21T17:42:44+07:00,Phase R,PASS,11022,12,5,4,Restarted 1 deficient node(s) after Phase 1 timeout,,0,"{""trigger_phase"": ""Phase 1"", ""restarted_nodes"": [""node-11""], ""expected_active_nodes"": 12, ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:43:01+07:00,Phase 2,PASS,6532,12,5,4,First failure report observed for node-5,,0,"{""victim"": ""node-5"", ""max_neighbors"": 4, ""timed_out"": false}"
2026-06-21T17:43:38+07:00,Phase 3,PASS,36972,12,5,4,node-5 removed from neighbor lists; active nodes returned to MAX_NEIGHBORS,,0,"{""victim"": ""node-5"", ""expected_active_nodes"": 11, ""max_neighbors"": 4, ""timed_out"": false}"
